1	0.537775	0.656	0.5	0.0614936	-1
2	0.562825	0.7355	0.5	0.0769407	-1
3	0.5869	0.7355	0.5	0.0732522	-1
4	0.6404	0.737	0.5625	0.0485559	-1
5	0.658225	0.7535	0.6185	0.0429659	-1
6	0.67615	0.7535	0.6455	0.0418063	-1
7	0.700375	0.7535	0.6455	0.0426194	-1
8	0.709425	0.7535	0.6535	0.0391788	-1
9	0.7314	0.7535	0.6735	0.0181047	-1
10	0.737425	0.7535	0.726	0.00911948	-1
11	0.742275	0.761	0.7325	0.00835633	-1
12	0.74915	0.763	0.737	0.00818391	-1
13	0.75325	0.763	0.743	0.00617827	-1
14	0.763825	0.925	0.7475	0.0381997	-1
15	0.76645	0.925	0.7535	0.0375191	-1
16	0.7919	0.925	0.7535	0.0665823	-1
17	0.793075	0.925	0.7545	0.0659346	-1
18	0.80125	0.925	0.761	0.0703935	-1
19	0.8253	0.936	0.761	0.0797035	-1
20	0.863375	0.936	0.763	0.0772564	-1
21	0.9096	0.936	0.8135	0.0330313	-1
22	0.927925	0.939	0.914	0.00678674	-1
23	0.931175	0.944	0.925	0.00618418	-1
24	0.932825	0.944	0.925	0.00574748	-1
25	0.936725	0.944	0.928	0.00336185	-1
26	0.93845	0.944	0.936	0.00345612	-1
27	0.94005	0.944	0.936	0.00380409	-1
28	0.94245	0.944	0.936	0.00285575	-1
29	0.94455	0.955	0.944	0.00245967	-1
30	0.9451	0.955	0.944	0.00338572	-1
31	0.94565	0.955	0.944	0.00402982	-1
32	0.9462	0.955	0.944	0.00451429	-1
33	0.94795	0.968	0.944	0.0067627	-1
34	0.95025	0.968	0.944	0.00800575	-1
35	0.95255	0.968	0.944	0.00844471	-1
36	0.9554	0.968	0.944	0.00780283	-1
37	0.9576	0.968	0.955	0.00533509	-1
38	0.96175	0.972	0.955	0.00698024	-1
39	0.96445	0.972	0.955	0.00620251	-1
40	0.9683	0.972	0.968	0.000923381	-1
41	0.96835	0.972	0.968	0.000933302	-1
42	0.9685	0.972	0.968	0.000945905	-1
43	0.9686	0.972	0.968	0.000940324	-1
44	0.9688	0.972	0.968	0.000894427	-1
45	0.96905	0.972	0.968	0.000825582	-1
46	0.9693	0.972	0.969	0.000732706	-1
47	0.9694	0.972	0.969	0.00075395	-1
48	0.9694	0.972	0.969	0.00075395	-1
49	0.96975	0.972	0.969	0.000910477	-1
50	0.9699	0.972	0.969	0.000852251	-1
51	0.9701	0.972	0.969	0.000718185	-1
52	0.9704	0.972	0.97	0.000820772	-1
53	0.9707	0.972	0.97	0.000978708	-1
54	0.970925	0.972	0.97	0.0010036	-1
55	0.971825	0.974	0.97	0.000847201	-1
56	0.9721	0.974	0.972	0.000447208	-1
57	0.9721	0.974	0.972	0.000447208	-1
