58	0.9721	0.974	0.972	0.000447208	-1
59	0.9723	0.976	0.972	0.00097872	-1
60	0.9724	0.976	0.972	0.00104629	-1
61	0.97265	0.976	0.972	0.00122582	-1
62	0.97295	0.978	0.972	0.00170062	-1
63	0.97375	0.979	0.972	0.0021734	-1
64	0.9746	0.979	0.972	0.00187504	-1
65	0.9751	0.979	0.974	0.00141049	-1
66	0.9756	0.979	0.974	0.00142902	-1
67	0.9763	0.979	0.975	0.00134162	-1
68	0.9773	0.98	0.976	0.00141792	-1
69	0.97795	0.98	0.976	0.00135626	-1
70	0.9783	0.98	0.976	0.00108093	-1
71	0.97905	0.98	0.978	0.000686346	-1
72	0.9793	0.98	0.979	0.000470184	-1
73	0.9795	0.98	0.979	0.000513013	-1
74	0.9797	0.98	0.979	0.000470184	-1
75	0.98	0.98	0.98	3.05765e-007	-1
76	0.98	0.98	0.98	3.05765e-007	-1
77	0.98	0.98	0.98	3.05765e-007	-1
78	0.98	0.98	0.98	3.05765e-007	-1
79	0.98	0.98	0.98	3.05765e-007	-1
80	0.98	0.98	0.98	3.05765e-007	-1
81	0.98	0.98	0.98	3.05765e-007	-1
82	0.98	0.98	0.98	3.05765e-007	-1
83	0.98005	0.981	0.98	0.000223604	-1
84	0.98005	0.981	0.98	0.000223604	-1
85	0.9801	0.981	0.98	0.00030779	-1
86	0.9802	0.982	0.98	0.000523141	-1
87	0.98055	0.982	0.98	0.000759145	-1
88	0.98065	0.982	0.98	0.000812717	-1
89	0.981	0.982	0.98	0.000858384	-1
90	0.9815	0.982	0.98	0.000606969	-1
91	0.98175	0.982	0.981	0.000444256	-1
92	0.982	0.982	0.982	1.83459e-007	-1
93	0.982	0.982	0.982	1.83459e-007	-1
94	0.982	0.982	0.982	1.83459e-007	-1
95	0.982	0.982	0.982	1.83459e-007	-1
96	0.98215	0.985	0.982	0.000670825	-1
97	0.98215	0.985	0.982	0.000670825	-1
98	0.98215	0.985	0.982	0.000670825	-1
99	0.98245	0.988	0.982	0.00146808	-1
100	0.982725	0.988	0.982	0.00184587	-1
101	0.979075	0.9855	0.978	0.00232987	-1
102	0.9797	0.9855	0.978	0.00277869	-1
103	0.98025	0.9855	0.978	0.00269747	-1
104	0.9812	0.9855	0.978	0.00287641	-1
105	0.98215	0.9855	0.978	0.00243926	-1
106	0.983	0.9855	0.981	0.0018496	-1
107	0.984025	0.9855	0.981	0.00141862	-1
108	0.98455	0.9855	0.9825	0.00101176	-1
109	0.98505	0.9855	0.984	0.000559592	-1
110	0.985375	0.9855	0.9845	0.00027505	-1
111	0.985475	0.9855	0.985	0.000111795	-1
112	0.9855	0.9855	0.9855	1.83459e-007	-1
113	0.9855	0.9855	0.9855	1.83459e-007	-1
114	0.985525	0.986	0.9855	0.000111809	-1
115	0.985525	0.986	0.9855	0.000111809	-1
116	0.985525	0.986	0.9855	0.000111809	-1
117	0.98555	0.986	0.9855	0.000153904	-1
118	0.9857	0.9865	0.9855	0.000376986	-1
119	0.985825	0.988	0.9855	0.000634022	-1
120	0.985925	0.988	0.9855	0.000634023	-1
121	0.986075	0.988	0.9855	0.000765631	-1
122	0.9867	0.988	0.9855	0.000951445	-1
123	0.987025	0.988	0.986	0.00086563	-1
124	0.987275	0.988	0.9865	0.000697248	-1
125	0.987525	0.988	0.9865	0.000595472	-1
126	0.9879	0.988	0.987	0.000261566	-1
127	0.988	0.988	0.988	1.22306e-007	-1
128	0.988	0.988	0.988	1.22306e-007	-1
129	0.988	0.988	0.988	1.22306e-007	-1
130	0.988	0.988	0.988	1.22306e-007	-1
131	0.988	0.988	0.988	1.22306e-007	-1
132	0.988	0.988	0.988	1.22306e-007	-1
133	0.988	0.988	0.988	1.22306e-007	-1
134	0.988	0.988	0.988	1.22306e-007	-1
135	0.988	0.988	0.988	1.22306e-007	-1
136	0.988	0.988	0.988	1.22306e-007	-1
137	0.988	0.988	0.988	1.22306e-007	-1
138	0.988	0.988	0.988	1.22306e-007	-1
139	0.988	0.988	0.988	1.22306e-007	-1
140	0.988	0.988	0.988	1.22306e-007	-1
141	0.988	0.988	0.988	1.22306e-007	-1
142	0.988	0.988	0.988	1.22306e-007	-1
143	0.988	0.988	0.988	1.22306e-007	-1
144	0.988	0.988	0.988	1.22306e-007	-1
145	0.988	0.988	0.988	1.22306e-007	-1
146	0.988	0.988	0.988	1.22306e-007	-1
147	0.988	0.988	0.988	1.22306e-007	-1
148	0.988	0.988	0.988	1.22306e-007	-1
149	0.988	0.988	0.988	1.22306e-007	-1
150	0.988	0.988	0.988	1.22306e-007	-1
151	0.988	0.988	0.988	1.22306e-007	-1
152	0.988	0.988	0.988	1.22306e-007	-1
153	0.988	0.988	0.988	1.22306e-007	-1
154	0.988	0.988	0.988	1.22306e-007	-1
155	0.988	0.988	0.988	1.22306e-007	-1
156	0.988	0.988	0.988	1.22306e-007	-1
157	0.988	0.988	0.988	1.22306e-007	-1
158	0.988	0.988	0.988	1.22306e-007	-1
159	0.988	0.988	0.988	1.22306e-007	-1
160	0.988	0.988	0.988	1.22306e-007	-1
161	0.988	0.988	0.988	1.22306e-007	-1
162	0.988	0.988	0.988	1.22306e-007	-1
163	0.988	0.988	0.988	1.22306e-007	-1
164	0.988	0.988	0.988	1.22306e-007	-1
165	0.988	0.988	0.988	1.22306e-007	-1
166	0.988	0.988	0.988	1.22306e-007	-1
167	0.988	0.988	0.988	1.22306e-007	-1
168	0.988025	0.9885	0.988	0.000111809	-1
169	0.988025	0.9885	0.988	0.000111809	-1
170	0.988025	0.9885	0.988	0.000111809	-1
171	0.988025	0.9885	0.988	0.000111809	-1
172	0.988025	0.9885	0.988	0.000111809	-1
173	0.988025	0.9885	0.988	0.000111809	-1
174	0.988025	0.9885	0.988	0.000111809	-1
175	0.98805	0.9885	0.988	0.000153904	-1
176	0.98805	0.9885	0.988	0.000153904	-1
177	0.98805	0.9885	0.988	0.000153904	-1
178	0.98805	0.9885	0.988	0.000153904	-1
179	0.98805	0.9885	0.988	0.000153904	-1
180	0.988075	0.9885	0.988	0.000183182	-1
181	0.9881	0.9885	0.988	0.000205205	-1
182	0.988125	0.9885	0.988	0.000222141	-1
183	0.9882	0.9885	0.988	0.000251324	-1
184	0.988275	0.9885	0.988	0.000255221	-1
185	0.988425	0.9885	0.988	0.000183182	-1
186	0.9885	0.9885	0.9885	0	-1
187	0.9885	0.9885	0.9885	0	-1
188	0.9885	0.9885	0.9885	0	-1
189	0.9885	0.9885	0.9885	0	-1
190	0.9885	0.9885	0.9885	0	-1
191	0.9885	0.9885	0.9885	0	-1
192	0.9885	0.9885	0.9885	0	-1
193	0.9885	0.9885	0.9885	0	-1
194	0.9885	0.9885	0.9885	0	-1
195	0.9885	0.9885	0.9885	0	-1
196	0.9885	0.9885	0.9885	0	-1
197	0.9885	0.9885	0.9885	0	-1
198	0.9885	0.9885	0.9885	0	-1
199	0.9885	0.9885	0.9885	0	-1
200	0.9885	0.9885	0.9885	0	-1
201	0.987	0.987	0.987	3.05765e-007	-1
